track_name,artist_name,album_name,duration_ms,popularity
Song_0001539,The Weeknd,Divide,225176,86
Song_0001540,The Weeknd,Justice,123875,56
Song_0001541,Drake,Divide,236287,56
Song_0001542,Taylor Swift,Anti,163070,17
Song_0001543,Justin Bieber,25,257249,39
Song_0001544,Drake,Future Nostalgia,221455,83
Song_0001545,Justin Bieber,Scorpion,127265,29
Song_0001546,Billie Eilish,After Hours,215771,85
Song_0001547,Taylor Swift,Evolve,165413,60
Song_0001548,Imagine Dragons,25,309334,99
Song_0001549,Ed Sheeran,Midnights,156698,18
Song_0001550,Drake,Justice,308592,4
Song_0001551,Drake,Future Nostalgia,250067,57
Song_0001552,Taylor Swift,Divide,246775,76
Song_0001553,Imagine Dragons,After Hours,199821,1
Song_0001554,Rihanna,When We All Fall Asleep,151713,45
Song_0001555,Dua Lipa,When We All Fall Asleep,134288,18
Song_0001556,Adele,Scorpion,201198,39
Song_0001557,Adele,Future Nostalgia,165968,95
Song_0001558,Billie Eilish,25,253781,22
Song_0001559,The Weeknd,25,275243,55
Song_0001560,Ed Sheeran,Divide,200968,9
Song_0001561,Imagine Dragons,Anti,162748,48
Song_0001562,Imagine Dragons,Divide,185743,13
Song_0001563,Taylor Swift,After Hours,168513,10
Song_0001564,Imagine Dragons,Justice,146663,30
Song_0001565,Justin Bieber,Anti,215213,1
Song_0001566,Imagine Dragons,Scorpion,120856,52
Song_0001567,Justin Bieber,Divide,285552,13
Song_0001568,Ed Sheeran,After Hours,208122,43
Song_0001569,Justin Bieber,After Hours,241299,9
Song_0001570,The Weeknd,Anti,317691,86
Song_0001571,Drake,Scorpion,286321,94
Song_0001572,Imagine Dragons,Justice,296833,23
Song_0001573,Taylor Swift,Evolve,140769,78
Song_0001574,The Weeknd,Divide,177735,10
Song_0001575,Rihanna,After Hours,315449,38
Song_0001576,Justin Bieber,After Hours,122865,24
Song_0001577,Ed Sheeran,Evolve,147047,37
Song_0001578,Rihanna,Justice,200324,6
Song_0001579,Adele,Midnights,236810,31
Song_0001580,Billie Eilish,Midnights,309278,85
Song_0001581,Imagine Dragons,Divide,179514,69
Song_0001582,Rihanna,When We All Fall Asleep,236224,79
Song_0001583,Taylor Swift,25,180008,11
Song_0001584,Rihanna,Divide,154358,76
Song_0001585,Dua Lipa,Future Nostalgia,129863,81
Song_0001586,Dua Lipa,25,248668,32
Song_0001587,Drake,Justice,205157,43
Song_0001588,Rihanna,Midnights,240764,2
Song_0001589,Imagine Dragons,Evolve,149398,99
Song_0001590,Imagine Dragons,Justice,129757,10
Song_0001591,Billie Eilish,Divide,280601,52
Song_0001592,Adele,Divide,277874,96
Song_0001593,The Weeknd,When We All Fall Asleep,158031,42
Song_0001594,Imagine Dragons,When We All Fall Asleep,277381,35
Song_0001595,Imagine Dragons,After Hours,318210,66
Song_0001596,Drake,Divide,167583,16
Song_0001597,Billie Eilish,25,142739,27
Song_0001598,The Weeknd,Justice,296569,34
Song_0001599,Rihanna,When We All Fall Asleep,202884,6
Song_0001600,Ed Sheeran,When We All Fall Asleep,135366,2
Song_0001601,Taylor Swift,Scorpion,123895,33
Song_0001602,Taylor Swift,After Hours,155757,15
Song_0001603,Dua Lipa,25,224788,93
Song_0001604,Rihanna,Justice,275763,19
Song_0001605,Imagine Dragons,When We All Fall Asleep,229980,16
Song_0001606,Ed Sheeran,Evolve,279838,31
Song_0001607,Justin Bieber,Anti,249896,30
Song_0001608,Rihanna,Midnights,205658,33
Song_0001609,Adele,25,237253,79
Song_0001610,Dua Lipa,Justice,288316,80
Song_0001611,Dua Lipa,Scorpion,157940,71
Song_0001612,Billie Eilish,Scorpion,202832,91
Song_0001613,Drake,25,188086,69
Song_0001614,The Weeknd,Anti,125036,77
Song_0001615,Ed Sheeran,Justice,308680,22
Song_0001616,Billie Eilish,Future Nostalgia,274069,58
Song_0001617,Dua Lipa,Future Nostalgia,157762,93
Song_0001618,The Weeknd,25,300462,25
Song_0001619,Drake,Midnights,268676,99
Song_0001620,Imagine Dragons,25,195480,96
Song_0001621,Ed Sheeran,After Hours,273804,81
Song_0001622,Drake,25,145637,92
Song_0001623,Justin Bieber,When We All Fall Asleep,153617,7
Song_0001624,Imagine Dragons,Midnights,256149,33
Song_0001625,Justin Bieber,Evolve,296028,38
Song_0001626,Dua Lipa,25,172940,96
Song_0001627,Ed Sheeran,Future Nostalgia,159357,15
Song_0001628,Imagine Dragons,Anti,142310,8
Song_0001629,Rihanna,Scorpion,287854,98
Song_0001630,Imagine Dragons,After Hours,189818,45
Song_0001631,Dua Lipa,Justice,187760,17
Song_0001632,Justin Bieber,When We All Fall Asleep,318567,50
Song_0001633,Dua Lipa,Scorpion,219462,39
Song_0001634,Imagine Dragons,Midnights,297273,54
Song_0001635,Dua Lipa,Evolve,305108,45
Song_0001636,Dua Lipa,Anti,246106,14
Song_0001637,Justin Bieber,Midnights,291825,43
Song_0001638,Drake,25,228739,81
Song_0001639,Imagine Dragons,Divide,170823,93
Song_0001640,Drake,Future Nostalgia,272337,63
Song_0001641,Imagine Dragons,Scorpion,272823,66
Song_0001642,Drake,Justice,267747,58
Song_0001643,Billie Eilish,Anti,146362,69
Song_0001644,Dua Lipa,Scorpion,143261,99
Song_0001645,Imagine Dragons,Divide,304315,35
Song_0001646,The Weeknd,25,251834,74
Song_0001647,Adele,Divide,195314,27
Song_0001648,The Weeknd,Divide,133975,23
Song_0001649,Ed Sheeran,Scorpion,235330,69
Song_0001650,Ed Sheeran,Future Nostalgia,171847,42
Song_0001651,Adele,Scorpion,268905,70
Song_0001652,The Weeknd,Midnights,177262,24
Song_0001653,Drake,25,172321,66
Song_0001654,Ed Sheeran,25,278194,60
Song_0001655,Taylor Swift,25,267429,14
Song_0001656,Drake,Divide,161262,52
Song_0001657,Ed Sheeran,Future Nostalgia,284760,75
Song_0001658,Rihanna,After Hours,232678,45
Song_0001659,The Weeknd,Evolve,265569,64
Song_0001660,Imagine Dragons,Justice,176961,34
Song_0001661,Drake,Scorpion,152327,3
Song_0001662,Dua Lipa,Anti,290441,98
Song_0001663,Dua Lipa,When We All Fall Asleep,126506,38
Song_0001664,Dua Lipa,25,122146,8
Song_0001665,Justin Bieber,25,307420,65
Song_0001666,Rihanna,Divide,253495,3
Song_0001667,Adele,Future Nostalgia,145835,41
Song_0001668,Taylor Swift,Midnights,199829,62
Song_0001669,The Weeknd,After Hours,195167,73
Song_0001670,Justin Bieber,Anti,319618,81
Song_0001671,Adele,25,261457,74
Song_0001672,Billie Eilish,Justice,301113,83
Song_0001673,Taylor Swift,When We All Fall Asleep,259531,17
Song_0001674,Rihanna,Midnights,228152,35
Song_0001675,Ed Sheeran,Evolve,217117,85
Song_0001676,Drake,Justice,281302,90
Song_0001677,Adele,After Hours,256402,60
Song_0001678,Drake,Future Nostalgia,183634,35
Song_0001679,Billie Eilish,Midnights,251266,7
Song_0001680,Taylor Swift,Divide,213224,7
Song_0001681,Justin Bieber,When We All Fall Asleep,217662,79
Song_0001682,Billie Eilish,Future Nostalgia,297711,36
Song_0001683,Adele,Evolve,244593,98
Song_0001684,Imagine Dragons,Scorpion,215862,1
Song_0001685,Drake,When We All Fall Asleep,289302,29
Song_0001686,The Weeknd,Anti,295204,50
Song_0001687,Justin Bieber,Midnights,132881,4
Song_0001688,The Weeknd,Scorpion,187305,76
Song_0001689,Billie Eilish,When We All Fall Asleep,124933,72
Song_0001690,The Weeknd,After Hours,193923,29
Song_0001691,Rihanna,Scorpion,227962,99
Song_0001692,Imagine Dragons,Evolve,309263,35
Song_0001693,Billie Eilish,Justice,292453,86
Song_0001694,Dua Lipa,25,319401,74
Song_0001695,Adele,Evolve,128234,17
Song_0001696,Dua Lipa,Scorpion,133028,54
Song_0001697,Ed Sheeran,Future Nostalgia,309517,27
Song_0001698,The Weeknd,Future Nostalgia,248824,36
Song_0001699,Drake,Evolve,207017,39
Song_0001700,Justin Bieber,Midnights,170360,100
Song_0001701,Taylor Swift,After Hours,174138,79
Song_0001702,The Weeknd,Justice,245390,67
Song_0001703,Adele,Future Nostalgia,267136,45
Song_0001704,Justin Bieber,Anti,209668,88
Song_0001705,Drake,Divide,251422,70
Song_0001706,The Weeknd,Justice,236198,39
Song_0001707,Taylor Swift,Scorpion,220244,75
Song_0001708,Billie Eilish,Evolve,303210,72
Song_0001709,Adele,Future Nostalgia,121009,64
Song_0001710,The Weeknd,Justice,283652,32
Song_0001711,Imagine Dragons,Evolve,241304,64
Song_0001712,The Weeknd,25,252504,71
Song_0001713,The Weeknd,Evolve,265698,47
Song_0001714,The Weeknd,When We All Fall Asleep,296974,25
Song_0001715,Adele,After Hours,307128,41
Song_0001716,Billie Eilish,Future Nostalgia,312600,67
Song_0001717,Imagine Dragons,After Hours,159083,18
Song_0001718,Justin Bieber,Future Nostalgia,292500,72
Song_0001719,Billie Eilish,Divide,121739,40
Song_0001720,Drake,Midnights,150258,61
Song_0001721,Drake,After Hours,242232,86
Song_0001722,Justin Bieber,Anti,153501,40
Song_0001723,Imagine Dragons,After Hours,156427,100
Song_0001724,Billie Eilish,25,308920,3
Song_0001725,Billie Eilish,Evolve,161361,34
Song_0001726,Adele,Scorpion,192336,21
Song_0001727,The Weeknd,Scorpion,176923,7
Song_0001728,Taylor Swift,Scorpion,130783,87
Song_0001729,Imagine Dragons,Justice,195617,33
Song_0001730,Adele,Evolve,260902,94
Song_0001731,Drake,Divide,192516,63
Song_0001732,Billie Eilish,Midnights,127113,73
Song_0001733,Drake,Evolve,314220,37
Song_0001734,Dua Lipa,Anti,138532,98
Song_0001735,Taylor Swift,Divide,134409,55
Song_0001736,Billie Eilish,When We All Fall Asleep,133503,84
Song_0001737,Imagine Dragons,Future Nostalgia,214837,86
Song_0001738,Drake,Justice,130364,18
Song_0001739,Rihanna,When We All Fall Asleep,297781,58
Song_0001740,Taylor Swift,Evolve,227447,92
Song_0001741,The Weeknd,Evolve,120204,78
Song_0001742,Adele,25,233259,64
Song_0001743,Dua Lipa,Scorpion,293751,87
Song_0001744,The Weeknd,When We All Fall Asleep,288440,91
Song_0001745,Billie Eilish,Future Nostalgia,229490,96
Song_0001746,Imagine Dragons,Future Nostalgia,309643,85
Song_0001747,Drake,Divide,317913,14
Song_0001748,Rihanna,Scorpion,149569,40
Song_0001749,Justin Bieber,Future Nostalgia,123672,34
Song_0001750,Rihanna,Midnights,197800,90
Song_0001751,The Weeknd,25,152191,14
Song_0001752,Adele,Future Nostalgia,276696,15
Song_0001753,Billie Eilish,After Hours,271859,6
Song_0001754,Billie Eilish,25,252503,80
Song_0001755,Dua Lipa,Midnights,164657,51
Song_0001756,Taylor Swift,Evolve,319722,84
Song_0001757,Dua Lipa,When We All Fall Asleep,300943,72
Song_0001758,Rihanna,After Hours,161262,80
Song_0001759,Drake,After Hours,151431,76
Song_0001760,Justin Bieber,Scorpion,262395,26
Song_0001761,The Weeknd,When We All Fall Asleep,269312,92
Song_0001762,Justin Bieber,Justice,193862,14
Song_0001763,Rihanna,After Hours,276897,72
Song_0001764,Billie Eilish,Evolve,262829,52
Song_0001765,Imagine Dragons,Scorpion,309913,43
Song_0001766,Dua Lipa,Evolve,160214,36
Song_0001767,Ed Sheeran,When We All Fall Asleep,293571,58
Song_0001768,Ed Sheeran,25,151217,41
Song_0001769,Billie Eilish,Midnights,304080,59
Song_0001770,Adele,Divide,240188,13
Song_0001771,Imagine Dragons,Anti,319529,75
Song_0001772,Rihanna,25,123219,61
Song_0001773,Dua Lipa,When We All Fall Asleep,205556,28
Song_0001774,Rihanna,Evolve,217805,70
Song_0001775,Taylor Swift,Future Nostalgia,164302,93
Song_0001776,Adele,Scorpion,200240,54
Song_0001777,Ed Sheeran,Anti,260765,12
Song_0001778,Dua Lipa,25,123915,97
Song_0001779,Imagine Dragons,Anti,156675,55
Song_0001780,The Weeknd,Scorpion,170699,77
Song_0001781,Billie Eilish,After Hours,252567,62
Song_0001782,Ed Sheeran,Evolve,289551,57
Song_0001783,Imagine Dragons,Midnights,260290,85
Song_0001784,Taylor Swift,Future Nostalgia,138406,74
Song_0001785,Justin Bieber,Future Nostalgia,207378,1
Song_0001786,Imagine Dragons,Future Nostalgia,252250,82
Song_0001787,Taylor Swift,Anti,192301,51
Song_0001788,Justin Bieber,After Hours,164076,43
Song_0001789,Drake,When We All Fall Asleep,185095,38
Song_0001790,The Weeknd,Justice,171470,43
Song_0001791,Imagine Dragons,Future Nostalgia,140625,46
Song_0001792,Billie Eilish,Justice,299544,89
Song_0001793,Dua Lipa,Divide,161360,6
Song_0001794,The Weeknd,25,316814,71
Song_0001795,Rihanna,Midnights,179854,90
Song_0001796,Adele,When We All Fall Asleep,294626,72
Song_0001797,Justin Bieber,Evolve,166934,78
Song_0001798,Dua Lipa,After Hours,197118,97
Song_0001799,Dua Lipa,Future Nostalgia,166805,84
Song_0001800,Billie Eilish,When We All Fall Asleep,291091,25
Song_0001801,The Weeknd,Justice,219984,63
Song_0001802,Dua Lipa,Scorpion,283067,33
Song_0001803,Taylor Swift,Divide,288856,29
Song_0001804,Ed Sheeran,Future Nostalgia,317902,65
Song_0001805,Imagine Dragons,25,317644,17
Song_0001806,Ed Sheeran,Future Nostalgia,125992,40
Song_0001807,Adele,Justice,256270,3
Song_0001808,Taylor Swift,After Hours,260922,93
Song_0001809,Adele,Scorpion,230573,67
Song_0001810,Drake,Future Nostalgia,237441,71
Song_0001811,Rihanna,Future Nostalgia,299286,29
Song_0001812,Billie Eilish,When We All Fall Asleep,197426,82
Song_0001813,Justin Bieber,After Hours,156158,57
Song_0001814,Adele,When We All Fall Asleep,261524,100
Song_0001815,Imagine Dragons,Midnights,129456,69
Song_0001816,Imagine Dragons,Evolve,179320,18
Song_0001817,Ed Sheeran,Divide,294172,1
Song_0001818,Taylor Swift,After Hours,279797,25
Song_0001819,Billie Eilish,Scorpion,229071,75
Song_0001820,Adele,Divide,312511,54
Song_0001821,The Weeknd,After Hours,183344,8
Song_0001822,Adele,Scorpion,309666,24
Song_0001823,Taylor Swift,Evolve,204680,20
Song_0001824,Imagine Dragons,Midnights,248868,42
Song_0001825,Drake,Future Nostalgia,239679,73
Song_0001826,Taylor Swift,Anti,153356,7
Song_0001827,Dua Lipa,When We All Fall Asleep,212420,83
Song_0001828,Dua Lipa,Scorpion,139226,43
Song_0001829,Adele,Scorpion,305209,90
Song_0001830,Imagine Dragons,25,187269,73
Song_0001831,Billie Eilish,25,168085,74
Song_0001832,Rihanna,Evolve,192345,25
Song_0001833,Billie Eilish,Divide,243404,24
Song_0001834,Ed Sheeran,Future Nostalgia,289560,62
Song_0001835,Dua Lipa,Justice,311224,100
Song_0001836,Billie Eilish,Future Nostalgia,226116,74
Song_0001837,Drake,Anti,207454,15
Song_0001838,Rihanna,When We All Fall Asleep,194141,43
Song_0001839,Adele,After Hours,313440,94
Song_0001840,Adele,Scorpion,148806,25
Song_0001841,Imagine Dragons,After Hours,180459,22
Song_0001842,Imagine Dragons,Justice,168671,33
Song_0001843,Justin Bieber,Midnights,161144,10
Song_0001844,Imagine Dragons,Evolve,230850,9
Song_0001845,Ed Sheeran,Evolve,203798,54
Song_0001846,Adele,When We All Fall Asleep,194566,47
Song_0001847,Drake,Justice,212270,100
Song_0001848,Drake,Midnights,142693,5
Song_0001849,The Weeknd,Divide,239320,99
Song_0001850,Drake,25,160840,57
Song_0001851,Rihanna,Future Nostalgia,140815,18
Song_0001852,Rihanna,When We All Fall Asleep,295749,41
Song_0001853,The Weeknd,Scorpion,129084,97
Song_0001854,Drake,Scorpion,215570,69
Song_0001855,Adele,When We All Fall Asleep,319112,89
Song_0001856,Drake,After Hours,181731,56
Song_0001857,Adele,When We All Fall Asleep,148426,97
Song_0001858,Justin Bieber,When We All Fall Asleep,205835,5
Song_0001859,Billie Eilish,25,232262,91
Song_0001860,Adele,After Hours,226349,81
Song_0001861,Drake,After Hours,257935,27
Song_0001862,Drake,25,139262,87
Song_0001863,Imagine Dragons,Midnights,173268,71
Song_0001864,The Weeknd,Justice,233706,48
Song_0001865,Drake,Scorpion,217124,18
Song_0001866,Drake,Divide,233100,86
Song_0001867,Dua Lipa,Divide,136781,57
Song_0001868,The Weeknd,Midnights,135276,59
Song_0001869,Billie Eilish,Scorpion,209671,13
Song_0001870,Dua Lipa,Scorpion,123183,71
Song_0001871,Imagine Dragons,Future Nostalgia,242141,10
Song_0001872,Ed Sheeran,Scorpion,136476,78
Song_0001873,The Weeknd,Scorpion,227462,50
Song_0001874,Adele,When We All Fall Asleep,226261,6
Song_0001875,Dua Lipa,Evolve,153534,24
Song_0001876,Billie Eilish,When We All Fall Asleep,194262,99
Song_0001877,Taylor Swift,Scorpion,132269,24
Song_0001878,Justin Bieber,Evolve,214214,45
Song_0001879,The Weeknd,Divide,267450,72
Song_0001880,Billie Eilish,Future Nostalgia,183018,93
Song_0001881,Taylor Swift,Scorpion,192981,37
Song_0001882,Adele,Future Nostalgia,186018,62
Song_0001883,Adele,Divide,240466,27
Song_0001884,Billie Eilish,Anti,262958,64
Song_0001885,Drake,25,152826,93
Song_0001886,The Weeknd,Midnights,296499,64
Song_0001887,Adele,Scorpion,223252,43
Song_0001888,Dua Lipa,Midnights,145224,96
Song_0001889,Billie Eilish,Scorpion,293102,48
Song_0001890,Imagine Dragons,Midnights,281188,74
Song_0001891,Drake,Divide,138934,83
Song_0001892,Imagine Dragons,Justice,295324,88
Song_0001893,Drake,When We All Fall Asleep,269776,53
Song_0001894,The Weeknd,25,161968,82
Song_0001895,Adele,Evolve,217587,26
Song_0001896,Rihanna,Evolve,284380,50
Song_0001897,Justin Bieber,Divide,261835,12
Song_0001898,Imagine Dragons,Divide,201005,38
Song_0001899,Billie Eilish,Evolve,269822,37
Song_0001900,Imagine Dragons,Divide,271775,52
Song_0001901,Justin Bieber,Future Nostalgia,269298,36
Song_0001902,Dua Lipa,Evolve,137657,4
Song_0001903,Taylor Swift,Scorpion,195082,13
Song_0001904,The Weeknd,Scorpion,265015,19
Song_0001905,Rihanna,Future Nostalgia,142886,58
Song_0001906,Billie Eilish,Scorpion,212246,56
Song_0001907,Adele,Future Nostalgia,126093,3
Song_0001908,Rihanna,Justice,188375,42
Song_0001909,Billie Eilish,Divide,158384,92
Song_0001910,Imagine Dragons,After Hours,173585,5
Song_0001911,Dua Lipa,Divide,176994,24
Song_0001912,Ed Sheeran,25,236120,10
Song_0001913,Rihanna,Divide,128388,35
Song_0001914,Justin Bieber,Future Nostalgia,300004,29
Song_0001915,Taylor Swift,Scorpion,168585,32
Song_0001916,Rihanna,Justice,152247,90
Song_0001917,Dua Lipa,Divide,141831,45
Song_0001918,Adele,Justice,296103,60
Song_0001919,Rihanna,When We All Fall Asleep,141114,76
Song_0001920,Taylor Swift,Anti,292254,30
Song_0001921,Dua Lipa,Future Nostalgia,294533,79
Song_0001922,Ed Sheeran,Anti,230494,45
Song_0001923,Justin Bieber,After Hours,231408,37
Song_0001924,Justin Bieber,When We All Fall Asleep,220239,50
Song_0001925,Drake,When We All Fall Asleep,196216,46
Song_0001926,Ed Sheeran,Midnights,172565,17
Song_0001927,Adele,Midnights,277210,72
Song_0001928,Billie Eilish,Anti,240393,41
Song_0001929,Ed Sheeran,After Hours,217435,20
Song_0001930,Billie Eilish,After Hours,200639,95
Song_0001931,Drake,25,280233,38
Song_0001932,Drake,Anti,214599,84
Song_0001933,Taylor Swift,Midnights,217698,30
Song_0001934,Billie Eilish,Evolve,168053,98
Song_0001935,Justin Bieber,Justice,247594,17
Song_0001936,Taylor Swift,Justice,251589,81
Song_0001937,Dua Lipa,Scorpion,155303,60
Song_0001938,Billie Eilish,Scorpion,253122,98
Song_0001939,Rihanna,Justice,220392,52
Song_0001940,Rihanna,Anti,186859,44
Song_0001941,Rihanna,25,138525,80
Song_0001942,Dua Lipa,Scorpion,204630,92
Song_0001943,Justin Bieber,Evolve,139374,34
Song_0001944,Adele,25,316892,35
Song_0001945,Taylor Swift,25,264477,36
Song_0001946,Justin Bieber,Justice,219267,61
Song_0001947,Imagine Dragons,Anti,206817,18
Song_0001948,Billie Eilish,After Hours,167688,91
Song_0001949,Ed Sheeran,After Hours,122431,79
Song_0001950,Ed Sheeran,Justice,213776,28
Song_0001951,Billie Eilish,Divide,274466,42
Song_0001952,Drake,After Hours,165650,90
Song_0001953,Imagine Dragons,Justice,213644,11
Song_0001954,Taylor Swift,25,141439,20
Song_0001955,Adele,Scorpion,156781,81
Song_0001956,Billie Eilish,Scorpion,205322,68
Song_0001957,The Weeknd,After Hours,290909,91
Song_0001958,Adele,After Hours,285429,36
Song_0001959,Rihanna,Scorpion,147054,64
Song_0001960,Imagine Dragons,Scorpion,281174,91
Song_0001961,The Weeknd,Anti,124739,69
Song_0001962,Rihanna,Justice,230382,52
Song_0001963,Billie Eilish,Midnights,194031,66
Song_0001964,Imagine Dragons,When We All Fall Asleep,137015,45
Song_0001965,Dua Lipa,When We All Fall Asleep,158782,84
Song_0001966,Justin Bieber,Evolve,241796,90
Song_0001967,Imagine Dragons,Anti,314130,59
Song_0001968,Justin Bieber,Future Nostalgia,197521,71
Song_0001969,Taylor Swift,Anti,313972,78
Song_0001970,Imagine Dragons,Divide,178148,22
Song_0001971,Taylor Swift,Anti,216852,1
Song_0001972,Justin Bieber,When We All Fall Asleep,233306,51
Song_0001973,The Weeknd,Scorpion,282149,39
Song_0001974,Billie Eilish,Midnights,183935,53
Song_0001975,Imagine Dragons,When We All Fall Asleep,194760,99
Song_0001976,Dua Lipa,After Hours,278929,45
Song_0001977,Ed Sheeran,Midnights,209943,100
Song_0001978,Adele,When We All Fall Asleep,319999,15
Song_0001979,The Weeknd,Divide,250249,17
Song_0001980,Taylor Swift,Midnights,306806,16
Song_0001981,Rihanna,Justice,257781,61
Song_0001982,Billie Eilish,Midnights,201290,84
Song_0001983,Billie Eilish,Divide,151649,35
Song_0001984,Imagine Dragons,After Hours,231597,31
Song_0001985,Taylor Swift,Future Nostalgia,169425,60
Song_0001986,Rihanna,After Hours,255454,3
Song_0001987,Dua Lipa,Midnights,141247,53
Song_0001988,Imagine Dragons,When We All Fall Asleep,277632,58
Song_0001989,Dua Lipa,Evolve,278239,45
Song_0001990,The Weeknd,After Hours,293591,84
Song_0001991,Rihanna,Evolve,178530,25
Song_0001992,Drake,25,176310,29
Song_0001993,Dua Lipa,Justice,201874,7
Song_0001994,Imagine Dragons,Future Nostalgia,227000,99
Song_0001995,The Weeknd,Future Nostalgia,251211,52
Song_0001996,Taylor Swift,Scorpion,226884,85
Song_0001997,Taylor Swift,Anti,267667,58
Song_0001998,Billie Eilish,Anti,191414,45
Song_0001999,Taylor Swift,Justice,163111,24
Song_0002000,Taylor Swift,Scorpion,198363,9
Song_0002001,Imagine Dragons,Evolve,186489,72
Song_0002002,Rihanna,Midnights,157147,24
Song_0002003,The Weeknd,Future Nostalgia,245765,84
Song_0002004,The Weeknd,Anti,177619,36
Song_0002005,Dua Lipa,Anti,237077,2
Song_0002006,Billie Eilish,Justice,219200,68
Song_0002007,Dua Lipa,25,273401,85
Song_0002008,Drake,Future Nostalgia,181228,21
Song_0002009,The Weeknd,Future Nostalgia,129278,17
Song_0002010,Dua Lipa,Midnights,309239,25
Song_0002011,Drake,After Hours,286825,16
Song_0002012,Rihanna,Anti,217002,68
Song_0002013,Taylor Swift,Scorpion,158923,100
Song_0002014,Adele,Midnights,295248,88
Song_0002015,Imagine Dragons,After Hours,121559,12
Song_0002016,The Weeknd,Midnights,199274,35
Song_0002017,Drake,Scorpion,165423,83
Song_0002018,The Weeknd,Scorpion,261270,89
Song_0002019,The Weeknd,Scorpion,293078,76
Song_0002020,The Weeknd,After Hours,197455,38
Song_0002021,Dua Lipa,Justice,319717,17
Song_0002022,Drake,Justice,127784,13
Song_0002023,Taylor Swift,When We All Fall Asleep,219108,14
Song_0002024,Imagine Dragons,Anti,163856,15
Song_0002025,Rihanna,Scorpion,280184,13
Song_0002026,Billie Eilish,25,212752,80
Song_0002027,Rihanna,Divide,255496,20
Song_0002028,Imagine Dragons,Evolve,255627,31
Song_0002029,Adele,Evolve,181730,68
Song_0002030,Billie Eilish,Midnights,311858,42
Song_0002031,The Weeknd,Future Nostalgia,124700,61
Song_0002032,Dua Lipa,When We All Fall Asleep,196244,23
Song_0002033,Billie Eilish,When We All Fall Asleep,246322,60
Song_0002034,The Weeknd,Scorpion,162216,86
Song_0002035,Drake,Divide,139703,3
Song_0002036,Adele,Justice,120861,97
Song_0002037,Adele,Anti,219781,46
Song_0002038,Dua Lipa,25,228132,4
Song_0002039,Rihanna,25,136918,90
Song_0002040,The Weeknd,Anti,189310,50
Song_0002041,Adele,After Hours,198410,30
Song_0002042,Rihanna,Evolve,317670,82
Song_0002043,Billie Eilish,After Hours,273816,69
Song_0002044,Adele,Future Nostalgia,176506,49
Song_0002045,The Weeknd,Justice,193839,90
Song_0002046,Ed Sheeran,After Hours,161764,6
Song_0002047,The Weeknd,Justice,128585,12
Song_0002048,Dua Lipa,Divide,154761,89
Song_0002049,The Weeknd,Divide,202406,81
Song_0002050,Drake,Anti,303156,82
Song_0002051,Adele,When We All Fall Asleep,180133,49
Song_0002052,The Weeknd,Evolve,258409,75
Song_0002053,Justin Bieber,25,240253,98
Song_0002054,Taylor Swift,Justice,227044,6
Song_0002055,Justin Bieber,After Hours,295617,42
Song_0002056,Taylor Swift,Justice,274781,63
Song_0002057,Justin Bieber,Scorpion,215842,78
Song_0002058,Ed Sheeran,Evolve,136531,88
Song_0002059,Imagine Dragons,After Hours,200831,13
Song_0002060,The Weeknd,After Hours,302768,70
Song_0002061,Taylor Swift,After Hours,254227,28
Song_0002062,The Weeknd,Justice,222431,12
Song_0002063,Adele,Future Nostalgia,271488,7
Song_0002064,Drake,Future Nostalgia,149580,12
Song_0002065,Adele,After Hours,185467,5
Song_0002066,Justin Bieber,Future Nostalgia,246857,17
Song_0002067,Drake,Justice,223566,75
Song_0002068,The Weeknd,After Hours,193666,89
Song_0002069,Imagine Dragons,After Hours,211326,97
Song_0002070,Imagine Dragons,Justice,159451,63
Song_0002071,Taylor Swift,Divide,280157,33
Song_0002072,Adele,Evolve,296034,11
Song_0002073,Billie Eilish,Midnights,245915,66
Song_0002074,Drake,Justice,139791,42
Song_0002075,Taylor Swift,Scorpion,166740,28
Song_0002076,Billie Eilish,Scorpion,158778,78
Song_0002077,Dua Lipa,Justice,144187,28
Song_0002078,Billie Eilish,Evolve,303621,19
Song_0002079,Imagine Dragons,25,203248,17
Song_0002080,Adele,Scorpion,143563,50
Song_0002081,Imagine Dragons,Scorpion,216746,16
Song_0002082,Imagine Dragons,Divide,286992,94
Song_0002083,Imagine Dragons,Midnights,134633,14
Song_0002084,Rihanna,After Hours,261979,95
Song_0002085,Taylor Swift,Scorpion,310888,53
Song_0002086,Imagine Dragons,When We All Fall Asleep,187196,22
Song_0002087,The Weeknd,Evolve,181534,57
Song_0002088,Billie Eilish,Evolve,193374,66
Song_0002089,Imagine Dragons,Evolve,237058,78
Song_0002090,Drake,When We All Fall Asleep,124776,43
Song_0002091,Dua Lipa,Anti,274454,16
Song_0002092,Imagine Dragons,Divide,154840,16
Song_0002093,Imagine Dragons,Anti,310058,76
Song_0002094,Rihanna,Scorpion,205752,60
Song_0002095,Drake,Justice,125838,83
Song_0002096,The Weeknd,Midnights,243235,84
Song_0002097,Taylor Swift,Evolve,275807,96
Song_0002098,Rihanna,Midnights,298126,69
Song_0002099,Dua Lipa,Evolve,240857,53
Song_0002100,Imagine Dragons,25,272362,16
Song_0002101,Rihanna,Anti,146378,88
Song_0002102,Dua Lipa,Justice,318451,85
Song_0002103,Adele,Midnights,225852,40
Song_0002104,Drake,Divide,220042,92
Song_0002105,Dua Lipa,When We All Fall Asleep,317887,27
Song_0002106,Drake,25,225164,38
