track_name,artist_name,album_name,duration_ms,popularity
Song_0022662,Ed Sheeran,Anti,201567,39
Song_0022663,Dua Lipa,25,241310,86
Song_0022664,Taylor Swift,When We All Fall Asleep,245743,88
Song_0022665,Billie Eilish,Scorpion,148016,40
Song_0022666,Billie Eilish,Divide,207936,74
Song_0022667,Justin Bieber,When We All Fall Asleep,293166,95
Song_0022668,Dua Lipa,Scorpion,147395,20
Song_0022669,Billie Eilish,25,131830,2
Song_0022670,Rihanna,Divide,318456,99
Song_0022671,Dua Lipa,25,314817,69
Song_0022672,Drake,25,286076,91
Song_0022673,The Weeknd,25,207733,97
Song_0022674,Adele,Anti,140728,97
Song_0022675,Adele,Scorpion,246343,73
Song_0022676,Imagine Dragons,After Hours,181692,63
Song_0022677,Dua Lipa,Scorpion,304403,61
Song_0022678,Taylor Swift,After Hours,265617,82
Song_0022679,Rihanna,25,196669,38
Song_0022680,Billie Eilish,Anti,123795,12
Song_0022681,The Weeknd,25,303251,29
Song_0022682,Drake,Evolve,214212,48
Song_0022683,Ed Sheeran,Scorpion,175536,76
Song_0022684,Ed Sheeran,Divide,192282,40
Song_0022685,The Weeknd,Anti,237618,34
Song_0022686,Dua Lipa,Anti,297663,33
Song_0022687,Ed Sheeran,Evolve,197671,76
Song_0022688,The Weeknd,25,240629,46
Song_0022689,Dua Lipa,Anti,231779,51
Song_0022690,Rihanna,Divide,124301,76
Song_0022691,Rihanna,When We All Fall Asleep,228319,90
Song_0022692,Drake,Evolve,200576,68
Song_0022693,Drake,Divide,261446,18
Song_0022694,Drake,Divide,180979,86
Song_0022695,Dua Lipa,When We All Fall Asleep,154703,89
Song_0022696,Imagine Dragons,Scorpion,147530,55
Song_0022697,Ed Sheeran,Justice,298221,59
Song_0022698,Dua Lipa,When We All Fall Asleep,147770,70
Song_0022699,Dua Lipa,Anti,214020,43
Song_0022700,Imagine Dragons,Evolve,212184,17
Song_0022701,Adele,Future Nostalgia,252074,28
Song_0022702,Taylor Swift,Anti,172384,33
Song_0022703,Justin Bieber,Anti,200845,91
Song_0022704,Imagine Dragons,25,170489,99
Song_0022705,Taylor Swift,After Hours,168983,81
Song_0022706,Adele,Justice,216749,4
Song_0022707,Taylor Swift,When We All Fall Asleep,211781,45
Song_0022708,Ed Sheeran,Future Nostalgia,295557,75
Song_0022709,Adele,Scorpion,282362,89
Song_0022710,Ed Sheeran,Divide,307456,38
Song_0022711,Taylor Swift,After Hours,234149,60
Song_0022712,The Weeknd,Justice,302613,91
Song_0022713,Justin Bieber,Future Nostalgia,219609,85
Song_0022714,Dua Lipa,25,170729,46
Song_0022715,Ed Sheeran,Anti,144922,91
Song_0022716,Dua Lipa,When We All Fall Asleep,291295,6
Song_0022717,Taylor Swift,Midnights,297648,94
Song_0022718,Taylor Swift,Scorpion,306824,48
Song_0022719,Taylor Swift,Divide,219062,18
Song_0022720,The Weeknd,Anti,190598,21
Song_0022721,The Weeknd,Future Nostalgia,221778,74
Song_0022722,Imagine Dragons,When We All Fall Asleep,273226,65
Song_0022723,Justin Bieber,Evolve,249741,4
Song_0022724,Adele,Justice,262001,33
Song_0022725,Billie Eilish,Scorpion,132271,42
Song_0022726,Ed Sheeran,Evolve,147579,8
Song_0022727,Justin Bieber,Evolve,282496,1
Song_0022728,Drake,25,238274,60
Song_0022729,Billie Eilish,Evolve,164935,38
Song_0022730,Dua Lipa,Divide,145462,1
Song_0022731,Rihanna,Midnights,293849,69
Song_0022732,Drake,Scorpion,291804,54
Song_0022733,Drake,25,280197,57
Song_0022734,Adele,Anti,303532,41
Song_0022735,Dua Lipa,Anti,209453,77
Song_0022736,Drake,After Hours,145717,37
Song_0022737,Imagine Dragons,Divide,183309,79
Song_0022738,Imagine Dragons,Anti,190569,37
Song_0022739,Dua Lipa,Divide,276365,53
Song_0022740,Dua Lipa,Evolve,137747,90
Song_0022741,Imagine Dragons,Justice,123173,62
Song_0022742,Taylor Swift,Evolve,299270,52
Song_0022743,Billie Eilish,25,217682,100
Song_0022744,Adele,Divide,225676,81
Song_0022745,Imagine Dragons,When We All Fall Asleep,169519,87
Song_0022746,Billie Eilish,Midnights,315576,16
Song_0022747,Adele,Midnights,138023,88
Song_0022748,Drake,Divide,286278,75
Song_0022749,Taylor Swift,Divide,271370,53
Song_0022750,The Weeknd,Scorpion,254166,87
Song_0022751,Taylor Swift,Evolve,281788,88
Song_0022752,Rihanna,Midnights,226032,89
Song_0022753,Justin Bieber,Anti,295066,41
Song_0022754,Ed Sheeran,Midnights,157513,79
Song_0022755,Drake,Divide,302297,72
Song_0022756,Imagine Dragons,When We All Fall Asleep,285682,71
Song_0022757,Imagine Dragons,Anti,131037,24
Song_0022758,Ed Sheeran,Midnights,240436,5
Song_0022759,Billie Eilish,Future Nostalgia,261883,23
Song_0022760,Imagine Dragons,When We All Fall Asleep,145852,83
Song_0022761,Imagine Dragons,When We All Fall Asleep,279688,31
Song_0022762,Rihanna,Future Nostalgia,174900,40
Song_0022763,Justin Bieber,Evolve,208794,88
Song_0022764,Taylor Swift,When We All Fall Asleep,311257,46
Song_0022765,Rihanna,Divide,293069,15
Song_0022766,Adele,Divide,314039,79
Song_0022767,Dua Lipa,Evolve,201972,35
Song_0022768,Imagine Dragons,When We All Fall Asleep,264617,36
Song_0022769,The Weeknd,Future Nostalgia,230391,57
Song_0022770,Taylor Swift,Future Nostalgia,139446,31
Song_0022771,Rihanna,Scorpion,151874,7
Song_0022772,The Weeknd,When We All Fall Asleep,209304,74
Song_0022773,Drake,Future Nostalgia,138329,53
Song_0022774,Dua Lipa,Scorpion,197764,56
Song_0022775,Justin Bieber,When We All Fall Asleep,308834,40
Song_0022776,Justin Bieber,After Hours,215545,27
Song_0022777,Dua Lipa,25,296414,7
Song_0022778,The Weeknd,When We All Fall Asleep,176850,63
Song_0022779,Imagine Dragons,Divide,253837,52
Song_0022780,Billie Eilish,Future Nostalgia,138732,10
Song_0022781,Billie Eilish,Divide,168467,73
Song_0022782,Rihanna,Future Nostalgia,274276,100
Song_0022783,Drake,25,300634,26
Song_0022784,The Weeknd,After Hours,146484,1
Song_0022785,Rihanna,Justice,218204,25
Song_0022786,The Weeknd,Scorpion,164750,25
Song_0022787,Dua Lipa,Justice,129712,29
Song_0022788,Justin Bieber,Future Nostalgia,253908,41
Song_0022789,Rihanna,Scorpion,253368,14
Song_0022790,Drake,When We All Fall Asleep,297787,54
Song_0022791,Drake,Midnights,178874,36
Song_0022792,Billie Eilish,After Hours,276376,88
Song_0022793,Ed Sheeran,Midnights,137618,3
Song_0022794,The Weeknd,Midnights,201991,81
Song_0022795,Billie Eilish,Anti,242488,1
Song_0022796,Dua Lipa,When We All Fall Asleep,283724,9
Song_0022797,Ed Sheeran,Scorpion,249063,100
Song_0022798,Drake,When We All Fall Asleep,286271,77
Song_0022799,Justin Bieber,When We All Fall Asleep,275675,72
Song_0022800,The Weeknd,Evolve,173999,1
Song_0022801,Billie Eilish,Anti,263539,70
Song_0022802,Rihanna,Future Nostalgia,162760,48
Song_0022803,Drake,Divide,300861,21
Song_0022804,Rihanna,Divide,316149,40
Song_0022805,Justin Bieber,After Hours,253049,42
Song_0022806,Adele,25,283484,93
Song_0022807,Dua Lipa,Scorpion,217615,55
Song_0022808,Drake,Midnights,209732,90
Song_0022809,Justin Bieber,Evolve,234703,32
Song_0022810,Rihanna,Evolve,262361,74
Song_0022811,Ed Sheeran,Evolve,241570,14
Song_0022812,Adele,Justice,203862,83
Song_0022813,Rihanna,Evolve,169523,99
Song_0022814,Adele,Justice,146464,97
Song_0022815,Ed Sheeran,When We All Fall Asleep,282325,67
Song_0022816,Drake,Scorpion,276812,67
Song_0022817,Ed Sheeran,Justice,319067,5
Song_0022818,Billie Eilish,After Hours,241841,31
Song_0022819,Taylor Swift,Evolve,315954,40
Song_0022820,Taylor Swift,Future Nostalgia,162098,29
Song_0022821,The Weeknd,Anti,258290,59
Song_0022822,Drake,Scorpion,161911,72
Song_0022823,Billie Eilish,After Hours,197301,70
Song_0022824,Imagine Dragons,Scorpion,146775,28
Song_0022825,Ed Sheeran,25,191676,19
Song_0022826,The Weeknd,Divide,177991,10
Song_0022827,Justin Bieber,Scorpion,299052,95
Song_0022828,Ed Sheeran,Future Nostalgia,270137,65
Song_0022829,Drake,Anti,297383,48
Song_0022830,The Weeknd,Future Nostalgia,205539,25
Song_0022831,Justin Bieber,Scorpion,223209,100
Song_0022832,Imagine Dragons,Justice,137011,7
Song_0022833,Drake,25,297837,29
Song_0022834,Drake,Scorpion,151208,55
Song_0022835,Rihanna,25,127507,93
Song_0022836,Justin Bieber,Justice,212266,21
Song_0022837,Rihanna,Future Nostalgia,230506,56
Song_0022838,The Weeknd,Future Nostalgia,233460,41
Song_0022839,The Weeknd,Evolve,206120,14
Song_0022840,Taylor Swift,Evolve,211092,76
Song_0022841,Justin Bieber,When We All Fall Asleep,249172,52
Song_0022842,Ed Sheeran,When We All Fall Asleep,253666,48
Song_0022843,Taylor Swift,Justice,223469,62
Song_0022844,Ed Sheeran,Midnights,290837,67
Song_0022845,Billie Eilish,25,194853,92
Song_0022846,The Weeknd,When We All Fall Asleep,185571,8
Song_0022847,The Weeknd,25,224350,80
Song_0022848,Billie Eilish,25,176742,34
Song_0022849,Billie Eilish,Justice,270452,30
Song_0022850,The Weeknd,Anti,212308,53
Song_0022851,Dua Lipa,Midnights,261794,88
Song_0022852,Drake,Divide,159990,70
Song_0022853,Drake,Anti,209773,49
Song_0022854,Billie Eilish,Divide,207966,59
Song_0022855,Taylor Swift,Scorpion,294530,69
Song_0022856,Ed Sheeran,Scorpion,128788,25
Song_0022857,Adele,25,241196,79
Song_0022858,Taylor Swift,After Hours,128562,65
Song_0022859,Taylor Swift,Midnights,242894,23
Song_0022860,Adele,Justice,286332,88
Song_0022861,Ed Sheeran,Anti,246167,71
Song_0022862,Billie Eilish,When We All Fall Asleep,202016,26
Song_0022863,Dua Lipa,Future Nostalgia,288918,51
Song_0022864,Taylor Swift,Midnights,234032,4
Song_0022865,Billie Eilish,Justice,233750,19
Song_0022866,Taylor Swift,Justice,285390,27
Song_0022867,Drake,Justice,191443,11
Song_0022868,Taylor Swift,Divide,278766,78
Song_0022869,The Weeknd,Future Nostalgia,146492,61
Song_0022870,Rihanna,Future Nostalgia,307515,66
Song_0022871,Drake,Future Nostalgia,241536,77
Song_0022872,Justin Bieber,Scorpion,194003,26
Song_0022873,Dua Lipa,Justice,207259,15
Song_0022874,Justin Bieber,Future Nostalgia,138382,7
Song_0022875,Ed Sheeran,Anti,167064,90
Song_0022876,Adele,Anti,253963,72
Song_0022877,Dua Lipa,After Hours,285064,66
Song_0022878,Ed Sheeran,Divide,279880,79
Song_0022879,Imagine Dragons,After Hours,241101,3
Song_0022880,Drake,Evolve,289969,7
Song_0022881,Rihanna,Future Nostalgia,258142,32
Song_0022882,Justin Bieber,Evolve,282343,73
Song_0022883,Imagine Dragons,25,267401,81
Song_0022884,The Weeknd,Future Nostalgia,293987,87
Song_0022885,Drake,Evolve,213914,20
Song_0022886,The Weeknd,Divide,268032,73
Song_0022887,Ed Sheeran,Evolve,126973,73
Song_0022888,The Weeknd,25,151004,68
Song_0022889,Billie Eilish,Divide,254377,85
Song_0022890,The Weeknd,When We All Fall Asleep,311647,17
Song_0022891,Justin Bieber,25,250339,58
Song_0022892,Taylor Swift,Anti,223677,29
Song_0022893,Adele,After Hours,288881,30
Song_0022894,Billie Eilish,Scorpion,301436,57
Song_0022895,Dua Lipa,25,309539,21
Song_0022896,Imagine Dragons,Anti,278023,59
Song_0022897,Rihanna,Scorpion,276507,46
Song_0022898,Drake,After Hours,142264,40
Song_0022899,Taylor Swift,Anti,179329,28
Song_0022900,Adele,Divide,199473,54
Song_0022901,Adele,After Hours,152519,66
Song_0022902,Dua Lipa,Anti,261656,13
Song_0022903,Rihanna,After Hours,288468,21
Song_0022904,Adele,Justice,176298,10
Song_0022905,The Weeknd,Evolve,270358,4
Song_0022906,The Weeknd,After Hours,315019,65
Song_0022907,Ed Sheeran,When We All Fall Asleep,183786,58
Song_0022908,The Weeknd,Justice,306318,63
Song_0022909,The Weeknd,Future Nostalgia,158560,32
Song_0022910,Adele,Divide,238525,6
Song_0022911,The Weeknd,When We All Fall Asleep,189943,9
Song_0022912,Justin Bieber,Evolve,137554,59
Song_0022913,Drake,Justice,171004,94
Song_0022914,Drake,25,298022,66
Song_0022915,Justin Bieber,After Hours,311628,70
Song_0022916,Dua Lipa,25,282504,60
Song_0022917,Adele,When We All Fall Asleep,191764,31
Song_0022918,Taylor Swift,After Hours,210973,98
Song_0022919,Dua Lipa,Anti,203322,41
Song_0022920,Ed Sheeran,After Hours,205832,81
Song_0022921,The Weeknd,Scorpion,179275,45
Song_0022922,Adele,After Hours,300164,59
Song_0022923,The Weeknd,After Hours,256782,9
Song_0022924,Taylor Swift,Midnights,179492,90
Song_0022925,Imagine Dragons,Divide,137164,9
Song_0022926,Drake,Anti,183880,20
Song_0022927,Imagine Dragons,Anti,309053,54
Song_0022928,Imagine Dragons,25,157298,4
Song_0022929,Rihanna,When We All Fall Asleep,135061,54
Song_0022930,Taylor Swift,Divide,291248,90
Song_0022931,The Weeknd,Scorpion,247065,18
Song_0022932,Justin Bieber,Evolve,217342,30
Song_0022933,The Weeknd,When We All Fall Asleep,190144,42
Song_0022934,Dua Lipa,Anti,163589,76
Song_0022935,Justin Bieber,When We All Fall Asleep,268510,24
Song_0022936,Dua Lipa,After Hours,291507,90
Song_0022937,Ed Sheeran,Divide,283739,63
Song_0022938,Rihanna,Anti,304567,10
Song_0022939,Ed Sheeran,Divide,215965,76
Song_0022940,Justin Bieber,When We All Fall Asleep,303387,16
Song_0022941,Drake,After Hours,239405,21
Song_0022942,Rihanna,Evolve,309191,46
Song_0022943,Justin Bieber,Future Nostalgia,301563,75
Song_0022944,Ed Sheeran,Midnights,278451,50
Song_0022945,Ed Sheeran,Evolve,262588,35
Song_0022946,Ed Sheeran,When We All Fall Asleep,203991,64
Song_0022947,Rihanna,After Hours,197893,96
Song_0022948,Adele,Future Nostalgia,164724,18
Song_0022949,Drake,Divide,150257,22
Song_0022950,Adele,Scorpion,201658,99
Song_0022951,Drake,25,128896,61
Song_0022952,Adele,Midnights,290532,57
Song_0022953,The Weeknd,Midnights,311961,18
Song_0022954,Dua Lipa,Scorpion,309878,96
Song_0022955,Drake,Scorpion,156522,27
Song_0022956,Drake,Divide,134753,100
Song_0022957,Dua Lipa,Anti,188044,63
Song_0022958,Billie Eilish,Scorpion,304500,18
Song_0022959,Imagine Dragons,Future Nostalgia,295594,12
Song_0022960,Drake,25,207915,44
Song_0022961,Imagine Dragons,Future Nostalgia,199305,54
Song_0022962,Dua Lipa,Justice,122776,51
Song_0022963,Justin Bieber,When We All Fall Asleep,152472,14
Song_0022964,The Weeknd,Midnights,171105,58
Song_0022965,Justin Bieber,Midnights,209000,24
Song_0022966,Ed Sheeran,Evolve,287225,56
Song_0022967,Ed Sheeran,When We All Fall Asleep,171615,64
Song_0022968,Taylor Swift,Scorpion,191287,47
Song_0022969,The Weeknd,Justice,231537,80
Song_0022970,Adele,25,124229,65
Song_0022971,Billie Eilish,After Hours,128860,13
Song_0022972,Imagine Dragons,Future Nostalgia,224353,25
Song_0022973,Drake,Anti,228253,96
Song_0022974,Adele,After Hours,266420,49
Song_0022975,Dua Lipa,Anti,247913,64
Song_0022976,Drake,Divide,188416,37
Song_0022977,Ed Sheeran,After Hours,274192,64
Song_0022978,The Weeknd,25,261524,88
Song_0022979,Billie Eilish,Anti,175233,13
Song_0022980,Justin Bieber,Midnights,183291,36
Song_0022981,Justin Bieber,When We All Fall Asleep,290065,70
Song_0022982,Drake,When We All Fall Asleep,262265,25
Song_0022983,Dua Lipa,After Hours,157930,92
Song_0022984,Rihanna,Midnights,270513,31
Song_0022985,Billie Eilish,Midnights,145580,20
Song_0022986,Rihanna,When We All Fall Asleep,184695,98
Song_0022987,The Weeknd,Scorpion,203086,29
Song_0022988,The Weeknd,Midnights,145691,27
Song_0022989,Adele,Scorpion,182803,95
Song_0022990,Rihanna,Anti,205245,10
Song_0022991,Imagine Dragons,Midnights,303747,81
Song_0022992,Drake,Future Nostalgia,270655,14
Song_0022993,Justin Bieber,Scorpion,223514,15
Song_0022994,Billie Eilish,25,183208,62
Song_0022995,Imagine Dragons,Evolve,244419,48
Song_0022996,Imagine Dragons,Future Nostalgia,247299,46
Song_0022997,Dua Lipa,Anti,287704,42
Song_0022998,Imagine Dragons,After Hours,229687,26
Song_0022999,Justin Bieber,Anti,270748,17
Song_0023000,Justin Bieber,Scorpion,224436,7
Song_0023001,The Weeknd,Future Nostalgia,277913,88
Song_0023002,Drake,Midnights,212335,14
Song_0023003,Taylor Swift,Future Nostalgia,205493,5
Song_0023004,The Weeknd,Future Nostalgia,260825,8
Song_0023005,Justin Bieber,Divide,206573,91
Song_0023006,Ed Sheeran,Scorpion,166380,86
Song_0023007,Billie Eilish,After Hours,137767,20
Song_0023008,The Weeknd,Evolve,268167,58
Song_0023009,Imagine Dragons,Future Nostalgia,278548,26
Song_0023010,Taylor Swift,Justice,232034,55
Song_0023011,Adele,25,190563,74
Song_0023012,Drake,Evolve,151738,63
Song_0023013,Ed Sheeran,When We All Fall Asleep,143929,71
Song_0023014,Billie Eilish,Divide,195840,58
Song_0023015,Ed Sheeran,Scorpion,188238,50
Song_0023016,Rihanna,25,172076,74
Song_0023017,Justin Bieber,25,273080,8
Song_0023018,Ed Sheeran,After Hours,146758,50
Song_0023019,Imagine Dragons,When We All Fall Asleep,240923,46
Song_0023020,The Weeknd,Divide,246546,82
Song_0023021,Drake,Evolve,285225,2
Song_0023022,Taylor Swift,25,143096,99
Song_0023023,Justin Bieber,Justice,159453,20
Song_0023024,Billie Eilish,Scorpion,264317,4
Song_0023025,Taylor Swift,Anti,168985,26
Song_0023026,Billie Eilish,When We All Fall Asleep,153079,83
Song_0023027,Billie Eilish,Evolve,166691,54
Song_0023028,Billie Eilish,Midnights,122582,54
Song_0023029,Drake,25,258466,46
Song_0023030,Billie Eilish,Scorpion,248059,31
Song_0023031,Imagine Dragons,When We All Fall Asleep,301786,2
Song_0023032,Billie Eilish,Future Nostalgia,185739,89
Song_0023033,Adele,After Hours,163113,35
Song_0023034,Imagine Dragons,Divide,314408,85
Song_0023035,Billie Eilish,Anti,131236,100
Song_0023036,Ed Sheeran,Future Nostalgia,293083,48
Song_0023037,Justin Bieber,Anti,215518,19
Song_0023038,Drake,Future Nostalgia,290539,53
Song_0023039,Ed Sheeran,Justice,235721,69
Song_0023040,Adele,Anti,161335,32
Song_0023041,Adele,Scorpion,166023,46
Song_0023042,Taylor Swift,Evolve,253568,3
Song_0023043,Taylor Swift,Justice,285122,96
Song_0023044,Taylor Swift,Divide,129220,4
Song_0023045,Imagine Dragons,25,181048,36
Song_0023046,Drake,Midnights,170851,39
Song_0023047,Imagine Dragons,Justice,208583,63
Song_0023048,Justin Bieber,25,141206,73
Song_0023049,Rihanna,Justice,223790,74
Song_0023050,Drake,Divide,241988,75
Song_0023051,Taylor Swift,After Hours,159973,43
Song_0023052,Justin Bieber,Midnights,306629,7
Song_0023053,Drake,Evolve,171448,62
Song_0023054,Justin Bieber,When We All Fall Asleep,302260,64
Song_0023055,The Weeknd,Anti,220065,54
Song_0023056,Justin Bieber,25,306806,72
Song_0023057,Taylor Swift,Justice,264995,63
Song_0023058,Dua Lipa,Justice,235441,44
Song_0023059,Billie Eilish,Midnights,242334,66
Song_0023060,Adele,After Hours,152342,12
Song_0023061,Dua Lipa,Midnights,234049,31
Song_0023062,Taylor Swift,Midnights,135113,30
Song_0023063,The Weeknd,Divide,305151,33
Song_0023064,Billie Eilish,Divide,247183,84
Song_0023065,Billie Eilish,Justice,206158,83
Song_0023066,Billie Eilish,Divide,239336,1
Song_0023067,Rihanna,Midnights,173014,66
Song_0023068,Taylor Swift,Evolve,312431,7
Song_0023069,The Weeknd,After Hours,211942,63
Song_0023070,Imagine Dragons,25,282725,69
Song_0023071,Imagine Dragons,Divide,304854,54
Song_0023072,Rihanna,Evolve,252124,72
Song_0023073,Ed Sheeran,Future Nostalgia,180828,30
Song_0023074,Rihanna,Future Nostalgia,276596,16
Song_0023075,Rihanna,Evolve,167356,23
Song_0023076,Drake,Midnights,219379,76
Song_0023077,The Weeknd,Justice,307689,57
Song_0023078,Rihanna,Scorpion,292529,35
Song_0023079,Taylor Swift,Midnights,263857,6
Song_0023080,Drake,Midnights,242717,15
Song_0023081,Adele,Justice,286419,46
Song_0023082,Adele,Anti,183384,69
Song_0023083,The Weeknd,Divide,152861,50
Song_0023084,Justin Bieber,When We All Fall Asleep,213004,84
Song_0023085,Justin Bieber,Midnights,219588,98
Song_0023086,Ed Sheeran,Anti,310496,17
Song_0023087,Ed Sheeran,25,147442,68
Song_0023088,The Weeknd,Midnights,286549,90
Song_0023089,The Weeknd,Divide,129421,14
Song_0023090,Rihanna,25,151354,80
Song_0023091,Ed Sheeran,After Hours,318850,31
Song_0023092,Justin Bieber,Evolve,163037,63
Song_0023093,Ed Sheeran,Divide,301378,22
Song_0023094,Ed Sheeran,Justice,303833,56
Song_0023095,Ed Sheeran,Midnights,129815,39
Song_0023096,Billie Eilish,Midnights,280149,45
Song_0023097,Drake,Anti,158807,15
Song_0023098,Ed Sheeran,Midnights,212194,45
Song_0023099,Adele,Evolve,300305,100
Song_0023100,Taylor Swift,Midnights,123091,25
Song_0023101,The Weeknd,Scorpion,127169,9
Song_0023102,Ed Sheeran,Scorpion,208717,59
Song_0023103,Adele,Anti,313077,89
Song_0023104,Justin Bieber,When We All Fall Asleep,268244,66
Song_0023105,Adele,Justice,299037,44
Song_0023106,Drake,Future Nostalgia,273272,3
Song_0023107,Taylor Swift,Evolve,133988,44
Song_0023108,Justin Bieber,Evolve,210843,30
Song_0023109,Ed Sheeran,Future Nostalgia,289318,9
Song_0023110,Dua Lipa,Anti,181365,61
Song_0023111,Taylor Swift,After Hours,151331,56
Song_0023112,Billie Eilish,Anti,251757,16
Song_0023113,Rihanna,Evolve,311415,84
Song_0023114,Adele,25,187204,70
Song_0023115,Ed Sheeran,After Hours,299459,17
Song_0023116,Imagine Dragons,Divide,315751,15
Song_0023117,Ed Sheeran,Divide,196550,14
Song_0023118,The Weeknd,Divide,148715,15
Song_0023119,Dua Lipa,After Hours,246333,61
Song_0023120,Drake,When We All Fall Asleep,249819,16
Song_0023121,Dua Lipa,Divide,158323,83
Song_0023122,Imagine Dragons,After Hours,184697,3
Song_0023123,Rihanna,25,255926,65
Song_0023124,The Weeknd,Divide,162344,74
Song_0023125,Adele,When We All Fall Asleep,258504,5
Song_0023126,Ed Sheeran,Future Nostalgia,124111,78
Song_0023127,Justin Bieber,After Hours,165278,8
Song_0023128,The Weeknd,When We All Fall Asleep,134900,27
Song_0023129,Dua Lipa,Evolve,314308,84
Song_0023130,Ed Sheeran,Justice,226707,23
Song_0023131,Drake,Scorpion,158103,96
Song_0023132,Dua Lipa,Divide,215771,38
Song_0023133,Adele,25,222059,74
Song_0023134,The Weeknd,Midnights,197750,28
Song_0023135,Ed Sheeran,Evolve,124499,53
Song_0023136,Imagine Dragons,Anti,187387,7
Song_0023137,Dua Lipa,Future Nostalgia,193170,14
Song_0023138,Billie Eilish,Future Nostalgia,195000,97
Song_0023139,The Weeknd,Scorpion,260216,49
Song_0023140,Drake,When We All Fall Asleep,271066,32
Song_0023141,Ed Sheeran,Justice,165269,53
Song_0023142,Taylor Swift,Justice,218652,6
Song_0023143,Adele,Future Nostalgia,215399,62
Song_0023144,Rihanna,Future Nostalgia,128185,70
Song_0023145,Rihanna,Scorpion,152535,7
Song_0023146,The Weeknd,Justice,133980,70
Song_0023147,Rihanna,After Hours,283814,25
Song_0023148,Justin Bieber,Future Nostalgia,245180,33
Song_0023149,Dua Lipa,After Hours,288859,47
Song_0023150,The Weeknd,After Hours,225097,98
Song_0023151,Adele,After Hours,287693,61
Song_0023152,Imagine Dragons,25,314038,27
Song_0023153,Dua Lipa,25,261829,36
Song_0023154,Billie Eilish,Anti,156677,100
Song_0023155,Taylor Swift,Midnights,244903,35
Song_0023156,The Weeknd,Scorpion,285648,19
Song_0023157,Drake,Scorpion,288785,41
Song_0023158,Adele,Midnights,221974,38
Song_0023159,Billie Eilish,Scorpion,301205,76
Song_0023160,Dua Lipa,When We All Fall Asleep,177452,1
Song_0023161,Ed Sheeran,Evolve,193863,73
Song_0023162,Drake,25,181133,96
Song_0023163,Drake,Anti,158323,20
Song_0023164,Billie Eilish,After Hours,169927,35
Song_0023165,Dua Lipa,Future Nostalgia,123571,98
Song_0023166,The Weeknd,Divide,144306,81
Song_0023167,Justin Bieber,Divide,309862,65
Song_0023168,Adele,Future Nostalgia,280390,79
Song_0023169,Dua Lipa,When We All Fall Asleep,204626,60
Song_0023170,Billie Eilish,25,159267,66
Song_0023171,Justin Bieber,Justice,250849,85
Song_0023172,Dua Lipa,Future Nostalgia,280926,86
Song_0023173,Rihanna,Midnights,124291,68
Song_0023174,Rihanna,Future Nostalgia,268573,44
Song_0023175,Adele,After Hours,235744,2
Song_0023176,Dua Lipa,When We All Fall Asleep,124838,61
Song_0023177,The Weeknd,Justice,128450,76
Song_0023178,The Weeknd,Future Nostalgia,178508,4
Song_0023179,Taylor Swift,Scorpion,123122,14
Song_0023180,The Weeknd,Justice,206293,2
Song_0023181,Dua Lipa,Evolve,205164,31
Song_0023182,The Weeknd,Anti,246738,8
Song_0023183,Billie Eilish,When We All Fall Asleep,176862,43
Song_0023184,The Weeknd,Midnights,210626,20
Song_0023185,Rihanna,Future Nostalgia,201884,16
Song_0023186,Justin Bieber,Midnights,166051,1
Song_0023187,Ed Sheeran,Divide,168712,13
Song_0023188,Dua Lipa,When We All Fall Asleep,191474,15
Song_0023189,Justin Bieber,Midnights,236059,35
Song_0023190,Justin Bieber,Midnights,234987,61
Song_0023191,Justin Bieber,Future Nostalgia,148152,74
Song_0023192,Drake,Future Nostalgia,230152,82
Song_0023193,Taylor Swift,Anti,184916,32
Song_0023194,Billie Eilish,Future Nostalgia,123240,18
Song_0023195,Drake,After Hours,153604,76
Song_0023196,Billie Eilish,Midnights,123331,5
Song_0023197,Drake,Evolve,250203,39
Song_0023198,Adele,Evolve,219972,41
Song_0023199,Rihanna,Scorpion,279680,67
Song_0023200,Justin Bieber,Divide,298300,9
Song_0023201,Taylor Swift,Anti,258403,96
Song_0023202,Imagine Dragons,Scorpion,272144,71
Song_0023203,Billie Eilish,Scorpion,300584,73
Song_0023204,Justin Bieber,Anti,214712,79
Song_0023205,Taylor Swift,Divide,149515,30
Song_0023206,Adele,When We All Fall Asleep,159048,92
Song_0023207,Taylor Swift,Midnights,136818,17
Song_0023208,Justin Bieber,25,258715,40
Song_0023209,The Weeknd,Evolve,298712,71
Song_0023210,Imagine Dragons,Evolve,148650,62
Song_0023211,Justin Bieber,Evolve,156570,17
Song_0023212,Taylor Swift,Future Nostalgia,249225,37
Song_0023213,Justin Bieber,25,259414,56
Song_0023214,Drake,Justice,259711,96
Song_0023215,Imagine Dragons,Scorpion,174603,74
Song_0023216,The Weeknd,Anti,281803,71
Song_0023217,Rihanna,25,229774,88
Song_0023218,Billie Eilish,After Hours,131721,22
Song_0023219,Justin Bieber,Future Nostalgia,304068,54
Song_0023220,Justin Bieber,When We All Fall Asleep,151430,14
Song_0023221,The Weeknd,Anti,165359,28
Song_0023222,Drake,When We All Fall Asleep,260566,21
Song_0023223,Ed Sheeran,After Hours,318352,71
Song_0023224,Billie Eilish,Divide,190535,55
Song_0023225,The Weeknd,Scorpion,120331,62
Song_0023226,Billie Eilish,Divide,265345,81
Song_0023227,Dua Lipa,Divide,132094,1
Song_0023228,Ed Sheeran,Anti,252742,82
